32, 176
35, 164
40, 146
45, 131
50, 119
55, 108
60, 100
65, 92
70, 87
75, 81
80, 76
85, 71
90, 67
95, 65
100, 62
105, 59
110, 55
115, 53
120, 51
125, 50
130, 48
135, 45
140, 44
145, 42
150, 41

