1603453137.2458725,0.3,0.144
1603453137.7474864,0.3,0.18
1603453138.2493043,0.18,0.3
1603453138.7510786,0.3,0.3
1603453139.252813,0.18,0.3
1603453139.7546628,0.3,0.3
1603453140.2563925,0.3,0.3
1603453140.7581806,0.3,0.3
1603453141.2600393,0.3,0.3
1603453141.7619007,0.3,0.18
1603453142.2636197,0.3,0.18
1603453142.7654731,0.3,0.3
1603453143.2671974,0.18,0.3
1603453143.768953,0.3,0.3
1603453144.270838,0.3,0.3
1603453144.7726402,0.3,0.3
1603453145.2744606,0.3,0.3
1603453145.7763658,0.3,0.3
1603453146.278178,0.3,0.3
1603453146.780066,0.3,0.3
1603453147.2818706,0.3,0.3
1603453147.7836137,0.3,0.3
1603453148.285333,0.3,0.18
1603453148.787177,0.3,0.3
1603453149.2889411,0.3,0.3
1603453149.7906494,0.3,0.3
1603453150.2924814,0.3,0.3
1603453150.7942438,0.3,0.18
1603453151.2960274,0.3,0.3
1603453151.7979217,0.3,0.3
1603453152.2996285,0.3,0.3
1603453152.80126,0.18,0.3
1603453153.3031125,0.3,0.3
1603453153.8048568,0.3,0.3
1603453154.3066862,0.3,0.3
1603453154.808535,0.3,0.3
1603453155.310389,0.3,0.3
1603453155.8121345,0.3,0.3
1603453156.3139958,0.3,0.18
1603453156.8159046,0.3,0.3
1603453157.3177302,0.3,0.18
1603453157.8196325,0.3,0.3
1603453158.3214064,0.3,0.3
1603453158.8231392,0.3,0.18
1603453159.3249505,0.3,0.3
1603453159.8266625,0.3,0.3
1603453160.3283925,0.3,0.3
1603453160.830317,0.3,0.3
1603453161.3320234,0.3,0.3
1603453161.83386,0.3,0.3
1603453162.335836,0.3,0.3
1603453162.837636,0.3,0.3
1603453163.3393328,0.3,0.3
1603453163.8411818,0.3,0.3
1603453164.3428688,0.3,0.3
1603453164.8445282,0.3,0.3
1603453165.3463426,0.3,0.3
1603453165.848011,0.3,0.18
1603453166.3496635,0.3,0.3
1603453166.8514748,0.3,0.3
1603453167.353174,0.3,0.3
1603453167.8549037,0.3,0.3
1603453168.3567526,0.3,0.18
1603453168.8585227,0.3,0.3
1603453169.360477,0.3,0.3
1603453169.86231,0.3,0.3
1603453170.3640192,0.3,0.3
1603453170.8657374,0.3,0.3
1603453171.3675852,0.3,0.3
1603453171.869383,0.3,0.18
1603453172.3710604,0.3,0.3
1603453172.872866,0.3,0.3
1603453173.3746378,0.3,0.3
1603453173.8764768,0.3,0.3
1603453174.3782866,0.3,0.18
1603453174.8799822,0.3,0.3
1603453175.381704,0.3,0.18
1603453175.8835073,0.3,0.3
1603453176.385182,0.3,0.3
1603453176.886997,0.18,0.3
1603453177.388802,0.3,0.18
1603453177.8906095,0.3,0.3
1603453178.3922918,0.3,0.3
1603453178.8941548,0.3,0.3
1603453179.3959498,0.3,0.3
1603453179.8976116,0.3,0.3
1603453180.3994336,0.3,0.3
1603453180.9011598,0.3,0.3
1603453181.4028795,0.3,0.3
1603453181.904701,0.3,0.18
1603453182.4064198,0.3,0.3
1603453182.908144,0.3,0.3
1603453183.4099796,0.3,0.3
1603453183.9117494,0.3,0.3
1603453184.4136355,0.3,0.3
1603453184.9155016,0.3,0.3
1603453185.417272,0.3,0.3
1603453185.9190633,0.3,0.3
1603453186.420932,0.3,0.3
