1605536135.53648186,0.00268400,0.02061800,1.02638600,-0.14004776,-0.11000649,-0.06522250,0.67133500,-0.07124250,-0.70476469,0.94504531,0.59660918
1605536135.59983850,-0.00012200,0.02000800,1.02577600,0.28727940,0.02713856,0.07477750,0.18133500,-0.14124250,-0.70476469,0.94504531,0.59660918
1605536135.66138458,0.00158600,0.02049600,1.02577600,-0.00620882,-0.04802335,0.14477750,0.07633500,-0.10624250,-0.69643379,0.94562993,0.59704765
1605536135.72277713,-0.02940200,0.01854400,1.02504400,-0.11869445,0.06814695,-0.17022250,0.56633500,-0.03624250,-0.69672610,0.94095294,0.60172464
1605536135.78417778,0.00183000,0.02086200,1.02370200,-0.09004749,-0.26634066,0.07477750,0.35633500,-0.14124250,-0.69672610,0.94095294,0.60172464
1605536135.84556746,0.00097600,0.02147200,1.02602000,0.04407719,0.21902722,0.00477750,0.28633500,-0.03624250,-0.69497223,0.94796843,0.59617071
1605536135.90696239,0.00109800,0.02122800,1.02553200,0.02411724,-0.02011629,-0.06522250,0.32133500,-0.10624250,-0.69497223,0.94796843,0.59617071
1605536135.96836853,0.00170800,0.02086200,1.02248200,0.01374275,-0.07532008,0.28477750,-0.23866500,-0.28124250,-0.69614148,0.94665303,0.59587840
1605536136.02981639,0.00122000,0.02196000,1.01955400,0.03078249,-0.32926656,0.10977750,0.11133500,-0.00124250,-0.69044139,0.94796843,0.60011692
1605536136.09129167,0.00109800,0.01976400,1.02736200,-0.01771998,-0.20577439,0.00477750,0.14633500,-0.03624250,-0.69044139,0.94796843,0.60011692
1605536136.15271068,0.00219600,0.01976400,1.02553200,-0.05065907,-0.08183565,-0.20522250,0.49633500,-0.07124250,-0.69687226,0.94679918,0.59763227
1605536136.21433687,0.00219600,0.02208200,1.02809400,0.03905866,-0.07787491,-0.06522250,0.32133500,0.13875750,-0.69687226,0.94679918,0.59763227
1605536136.27688551,0.00097600,0.02122800,1.02236000,0.03438224,-0.13001859,0.10977750,0.00633500,0.13875750,-0.69847998,0.94811459,0.59222450
1605536136.33943605,0.00195200,0.02208200,1.02492200,0.07913443,0.02723714,0.14477750,0.07633500,-0.24624250,-0.69687226,0.94709149,0.59339374
1605536136.40205526,0.00195200,0.01964200,1.02675200,-0.05916911,-0.05441969,0.31977750,-0.06366500,-0.07124250,-0.69687226,0.94709149,0.59339374
1605536136.46475005,-0.02793800,0.02000800,1.02663000,-0.03861874,0.05448915,0.14477750,0.07633500,-0.21124250,-0.69847998,0.94752996,0.58813213
1605536136.52733755,0.00268400,0.01842200,1.02821600,-0.12868789,-0.03389467,0.49477750,-0.37866500,-0.10624250,-0.69847998,0.94752996,0.58813213
1605536136.58986855,0.00134200,0.02025200,1.02516600,-0.02339325,-0.00002876,0.45977750,-0.30866500,-0.35124250,-0.69161064,0.94343759,0.59587840
1605536136.65243864,0.00122000,0.02269200,1.02419000,0.11412021,-0.11606163,0.45977750,-0.44866500,-0.17624250,-0.69847998,0.94884537,0.59675533
1605536136.71505356,0.00000000,0.02232600,1.02272600,0.09543993,-0.15045274,0.14477750,0.11133500,0.03375750,-0.69847998,0.94884537,0.59675533
1605536136.77771759,0.00109800,0.02196000,1.02223800,0.07552973,-0.18472728,-0.59022250,1.26633500,0.20875750,-0.69307220,0.94752996,0.59543993
1605536136.84032321,0.00158600,0.02293600,1.02687400,0.12441138,-0.11565081,-0.66022250,1.54633500,0.52375750,-0.69380298,0.94343759,0.59485531
1605536136.90298247,0.00122000,0.02037400,1.02687400,-0.01847500,-0.12246480,-0.13522250,0.35633500,-0.14124250,-0.69380298,0.94343759,0.59485531
1605536136.96561980,-0.02818200,0.01964200,1.02943600,-0.06202432,0.04766317,0.28477750,-0.13366500,-0.45624250,-0.69555685,0.94197603,0.58930137
1605536137.02820921,0.00280600,0.02098400,1.02833800,0.01388511,0.00009795,0.10977750,0.07633500,0.10375750,-0.69555685,0.94197603,0.58930137
