23.8, 215
25, 207
30, 177
35, 154
40, 137
45, 122
50, 111
55, 102
60, 94
65, 88
70, 81
75, 76
80, 72
85, 67
90, 65
95, 62
100, 58
105, 56
110, 54
115, 51
120, 48
125, 47
130, 44
135, 44
140, 42
145, 40
150, 41
