1603888288.04725385,0.04318800,-0.02989000,1.01260000,0.01688797,-0.02758630,-0.15492750,0.42567000,0.08835750,0.03083894,-0.27652733,0.19175680
1603888288.10973716,0.04428600,-0.03001200,1.00979400,-0.19309305,0.00300472,-0.11992750,0.28567000,-0.15664250,0.02309266,-0.27199649,0.18795674
1603888288.17101192,0.04440800,-0.02928000,1.00967200,0.05921754,-0.08514056,-0.04992750,0.04067000,-0.12164250,0.02309266,-0.27199649,0.18795674
1603888288.23228621,0.04404200,-0.06246400,1.00162000,-0.10639273,-0.03371136,-0.18992750,0.32067000,-0.12164250,0.02733119,-0.27345805,0.18211049
1603888288.29344797,0.04160200,-0.03196400,1.00857400,-0.16411232,0.07545240,-0.18992750,0.21567000,0.05335750,0.02733119,-0.27345805,0.18211049
1603888288.35456944,0.04343200,-0.02976800,1.00955000,0.04619215,0.02705926,-0.08492750,-0.30933000,0.05335750,0.02163110,-0.27638118,0.18766443
1603888288.41574812,0.04379800,-0.03062200,1.00894000,-0.01222106,-0.34196665,-0.08492750,0.28567000,-0.05164250,0.02294651,-0.27038878,0.18737211
1603888288.47683477,0.04331000,-0.03098800,1.01028200,-0.02161709,0.00128996,-0.32992750,0.53067000,-0.01664250,0.02294651,-0.27038878,0.18737211
1603888288.53797674,0.04160200,-0.03135400,1.00942800,0.04258713,0.10935006,-0.08492750,0.21567000,-0.19164250,0.03010816,-0.26673487,0.18795674
1603888288.59909081,0.04257800,-0.03025600,1.00991600,0.01313514,0.03331846,-0.04992750,0.28567000,-0.15664250,0.03010816,-0.26673487,0.18795674
1603888288.66010594,0.04318800,-0.03025600,1.00637800,0.02709045,-0.03599855,-0.18992750,0.53067000,-0.36664250,0.02572347,-0.27331190,0.19044139
1603888288.72128296,0.04379800,-0.03111000,1.00906200,-0.13821406,-0.01602926,-0.32992750,0.39067000,-0.05164250,0.02747735,-0.27258112,0.19497223
1603888288.78236365,0.04538400,-0.03098800,1.00723200,-0.02692817,0.00080029,0.40507250,-0.69433000,0.05335750,0.02747735,-0.27258112,0.19497223
