27.5, 193
30, 178
35, 156
40, 139
45, 126
50, 114
55, 104
60, 96
65, 89
70, 83
75, 77
80, 73
85, 68
90, 65
95, 61
100, 59
105, 55
110, 53
115, 51
120, 49
125, 47
130, 45
135, 44
