1603799485.36855078,0.00268400,-0.01134600,1.03858600,0.12959657,0.07453333,0.16101750,0.72035250,0.21192500,0.74641918,-0.16062555,0.39096755
1603799485.43069410,0.00317200,-0.01171200,1.03395000,0.05857316,-0.04083331,0.16101750,0.09035250,0.14192500,0.74641918,-0.16062555,0.39096755
1603799485.49208593,0.00109800,-0.00976000,1.03602400,-0.00298895,0.03435924,0.09101750,0.16035250,0.21192500,0.73984215,-0.16939491,0.38614440
1603799485.55345201,0.00390400,-0.00927200,1.03285200,0.07292007,-0.07446262,0.12601750,0.33535250,0.21192500,0.73940368,-0.16194095,0.38453669
1603799485.61467552,0.00280600,-0.01159000,1.03395000,-0.16215216,-0.03354918,0.19601750,0.23035250,0.24692500,0.73940368,-0.16194095,0.38453669
1603799485.67578888,0.00146400,-0.01171200,1.03468200,-0.06604907,0.01306282,-0.01398250,0.44035250,0.24692500,0.74773458,-0.15945630,0.39272143
1603799485.73699856,0.00244000,-0.00902800,1.03504800,0.08751746,-0.09436326,0.05601750,0.79035250,0.24692500,0.74773458,-0.15945630,0.39272143
1603799485.79816890,0.00280600,-0.01146800,1.03602400,0.12884468,-0.07380710,-0.04898250,0.40535250,0.17692500,0.73998831,-0.16413329,0.38819059
1603799485.86259317,0.00170800,-0.00988200,1.03260800,0.03895370,-0.02711869,0.23101750,0.54535250,0.14192500,0.74130371,-0.16515639,0.39067524
1603799485.92398190,0.00158600,-0.01049200,1.03639000,0.06032477,-0.21602590,0.12601750,0.44035250,0.21192500,0.74130371,-0.16515639,0.39067524
1603799485.98513985,0.00231800,-0.01037000,1.03675600,0.01323539,-0.03358395,0.23101750,0.09035250,0.03692500,0.73618825,-0.16091786,0.38877521
1603799486.04636765,0.00170800,-0.01281000,1.02797200,-0.12669700,0.14231929,0.02101750,0.47535250,0.21192500,0.73618825,-0.16091786,0.38877521
1603799486.10872293,0.00329400,-0.01073600,1.03029000,-0.09795308,-0.09523012,0.23101750,-0.25964750,-0.13807500,0.73984215,-0.16778720,0.39023677
1603799486.17101431,0.00146400,-0.01049200,1.03236400,-0.08980851,-0.04068545,0.09101750,0.93035250,0.35192500,0.73940368,-0.16457176,0.39491377
1603799486.23357272,0.00097600,-0.01207800,1.03517000,-0.05307845,-0.16140429,0.05601750,0.54535250,0.00192500,0.73940368,-0.16457176,0.39491377
1603799486.29597926,0.00036600,-0.01000400,1.03321800,0.07509565,0.06102972,0.09101750,0.30035250,0.03692500,0.74232681,-0.16661795,0.38687518
1603799486.35828638,0.00195200,-0.01049200,1.03395000,0.13393114,-0.01353108,0.02101750,0.33535250,0.14192500,0.73706519,-0.16544870,0.39111371
1603799486.42072988,0.00061000,-0.00817400,1.03578000,0.09531138,0.06102962,0.33601750,0.02035250,-0.10307500,0.73706519,-0.16544870,0.39111371
1603799486.48298931,0.00305000,-0.00988200,1.03358400,0.03471187,-0.07581118,0.37101750,-0.36464750,-0.24307500,0.74188834,-0.16939491,0.38599825
1603799486.54543591,0.00244000,-0.01073600,1.03334000,-0.00167779,-0.03912185,0.05601750,0.40535250,0.21192500,0.74188834,-0.16939491,0.38599825
1603799486.60790730,0.00158600,-0.01049200,1.03114400,-0.01392420,-0.00314048,0.47601750,-0.32964750,-0.17307500,0.74437299,-0.16617948,0.39009062
1603799486.67028022,0.00317200,-0.00829600,1.03236400,0.12684643,-0.24380879,-0.01398250,0.44035250,0.14192500,0.74378837,-0.16501023,0.38965215
1603799486.73267889,0.00183000,-0.00988200,1.03297400,-0.13677202,0.13532231,-8.86898250,0.68535250,0.52692500,0.74378837,-0.16501023,0.38965215
1603799486.79528928,0.00170800,-0.00866200,1.04773600,0.08022461,0.18145130,0.09101750,0.61535250,0.35192500,0.74159602,-0.16194095,0.38819059
1603799486.85774779,0.00390400,-0.01061400,1.03334000,0.08769450,-0.10779776,0.19601750,0.30035250,0.10692500,0.74159602,-0.16194095,0.38819059
1603799486.92015696,0.00231800,-0.01122400,1.03395000,0.10862154,-0.06706543,0.09101750,0.33535250,0.59692500,0.74334990,-0.15960246,0.38687518
1603799486.98252916,0.00146400,-0.00951600,1.03553600,0.18711646,-0.19011804,0.19601750,0.33535250,0.14192500,0.74174218,-0.16632564,0.39169833
1603799487.04512954,0.00207400,-0.01146800,1.03456000,0.08816280,-0.01993066,-0.01398250,0.72035250,0.31692500,0.74174218,-0.16632564,0.39169833
