timestamp,ax,ay,az,roll,pitch,wx,wy,wz,mx,my,mz
1603783096.56941175,-0.00439200,-0.00158600,1.02223800,-0.11505363,-0.09415501,-0.03069500,0.27622000,0.04690000,0.18269512,-1.57147033,-0.12247881
1603783096.63183284,-0.00463600,-0.00134200,1.02492200,-0.16623862,0.01886700,0.14430500,0.10122000,0.01190000,0.18781058,-1.57322420,-0.11560947
1603783096.69469476,-0.00524600,-0.00231800,1.02516600,0.16498418,-1.68883036,0.07430500,0.24122000,-0.12810000,0.18035662,-1.57117802,-0.12028647
1603783096.75718951,-0.00524600,-0.00122000,1.02516600,-0.01960698,0.05668131,0.21430500,-0.03878000,-0.09310000,0.18035662,-1.57117802,-0.12028647
1603783096.81967735,-0.00475800,-0.00158600,1.02577600,1.79365010,0.03134036,-0.27569500,0.83622000,0.15190000,0.17831044,-1.57410114,-0.11575563
1603783096.88200998,-0.00219600,-0.00122000,1.02345800,0.04899992,-0.11472895,0.00430500,0.38122000,0.15190000,0.17831044,-1.57410114,-0.12247881
1603783096.94445348,-0.00500200,-0.00463600,1.02101800,-0.14285224,0.02933046,0.17930500,-0.07378000,-0.23310000,0.18781058,-1.57541654,-0.12247881
1603783097.00684094,-0.00707600,-0.00268400,1.02894800,-0.05253291,0.14955151,0.00430500,0.97622000,0.18690000,0.17918737,-1.57629348,-0.12218650
1603783097.06930971,-0.00439200,-0.00097600,1.02504400,0.01501000,0.01464582,-0.06569500,0.13622000,-0.12810000,0.17918737,-1.57629348,-0.12218650
1603783097.13174438,-0.00475800,-0.00195200,1.02516600,0.17938856,-0.03069886,0.17930500,0.13622000,-0.05810000,0.18225665,-1.57410114,-0.11604794
1603783097.19443178,-0.00414800,-0.00134200,1.02443400,0.16542816,0.05798898,0.03930500,0.34622000,-0.05810000,0.17874890,-1.57278574,-0.11984800
1603783097.25674915,-0.00597800,-0.00305000,1.02785000,-0.18022894,0.09367133,0.28430500,-0.10878000,-0.09310000,0.17874890,-1.57278574,-0.11984800
1603783097.31928301,-0.00683200,-0.00207400,1.02638600,0.31488842,0.14388880,-0.06569500,0.62622000,0.01190000,0.17641041,-1.57161649,-0.12277112
1603783097.38162947,-0.00573400,-0.00329400,1.02528800,-0.06732459,0.08371562,0.03930500,0.27622000,-0.02310000,0.18342590,-1.57366267,-0.11794797
1603783097.44406867,-0.00646600,-0.00207400,1.02565400,0.00160683,0.12302139,-0.24069500,0.97622000,0.08190000,0.18342590,-1.57366267,-0.11794797
1603783097.50662112,-0.00256200,-0.00402600,1.02016400,-0.10881338,-0.12118472,0.31930500,0.06622000,-0.33810000,0.17509500,-1.57337036,-0.12130956
1603783097.56910443,-0.00976000,-0.00439200,1.02992400,-0.12701967,0.33241692,0.38930500,-0.42378000,-0.30310000,0.17509500,-1.57337036,-0.12130956
1603783097.63200235,-0.00097600,-0.00439200,1.02809400,-0.12746431,0.01389541,-0.03069500,0.13622000,-0.05810000,0.18664133,-1.57117802,-0.12262496
1603783097.69473290,-0.00549000,-0.00402600,1.02114000,-0.17703341,0.37154094,0.07430500,1.15122000,0.25690000,0.18474130,-1.56986261,-0.12817890
1603783097.75735092,-0.00146400,-0.00244000,1.01882200,-0.01992005,-0.13475252,0.10930500,-0.31878000,-0.12810000,0.18474130,-1.56986261,-0.12817890
1603783097.81984401,-0.00329400,-0.00329400,1.02419000,-0.01185270,-0.10171776,0.38930500,0.06622000,-0.23310000,0.17991815,-1.57234727,-0.12744811
1603783097.88223982,-0.00475800,-0.00207400,1.02370200,-0.06767627,0.15968923,0.28430500,-0.17878000,-0.12810000,0.18094125,-1.57220111,-0.12320959
1603783097.94476700,-0.00488000,-0.00219600,1.02467800,-0.08667130,-0.01329953,-0.06569500,0.52122000,0.04690000,0.18094125,-1.57220111,-0.12320959
1603783098.00730777,-0.00695400,-0.00170800,1.02467800,-0.06622813,0.14978091,-0.10069500,0.52122000,-0.02310000,0.18444899,-1.57103186,-0.12364806
1603783098.06973791,-0.00329400,-0.00170800,1.02443400,0.02116517,-0.05226623,0.07430500,0.31122000,-0.16310000,0.18430284,-1.57395498,-0.12774043
1603783098.13219738,-0.00463600,-0.00207400,1.02480000,0.00112275,0.02202119,-0.06569500,0.45122000,0.11690000,0.18430284,-1.57395498,-0.12774043
1603783098.19500589,-0.00585600,-0.00183000,1.02626400,0.01422557,0.09216846,-0.38069500,0.87122000,0.32690000,0.18649518,-1.57161649,-0.12832505
1603783098.25737095,-0.00524600,-0.00329400,1.02650800,-0.06655572,0.13004387,0.24930500,0.03122000,-0.23310000,0.18649518,-1.57161649,-0.12832505
1603783098.31984758,-0.00451400,-0.00292800,1.02248200,-0.04677012,0.17934434,0.10930500,0.24122000,-0.05810000,0.17772581,-1.57161649,-0.12160187
1603783098.38218284,-0.00536800,-0.00207400,1.02650800,0.08325113,0.09599910,0.10930500,-0.07378000,-0.26810000,0.17436422,-1.57804735,-0.12584040
1603783098.44470620,-0.00585600,-0.00183000,1.05664200,-0.01140976,-0.08186161,0.28430500,0.03122000,-0.33810000,0.17436422,-1.57804735,-0.12584040
1603783098.50718427,-0.00451400,-0.00085400,1.02406800,0.08996923,-0.13518176,0.03930500,0.34622000,-0.23310000,0.18956445,-1.57030108,-0.12145571
1603783098.56968999,-0.00561200,-0.00439200,1.02406800,-0.00618263,-0.00442386,0.14430500,0.06622000,0.01190000,0.18123356,-1.57044724,-0.12686349
1603783098.63216352,-0.00451400,-0.00207400,1.02370200,-0.12274476,0.01609370,0.31930500,-0.07378000,-0.23310000,0.18123356,-1.57044724,-0.12686349
1603783098.69485378,-0.00500200,-0.00231800,1.02541000,-0.01217409,0.04172262,-0.31069500,0.55622000,0.04690000,0.17991815,-1.57351652,-0.13183280
1603783098.75725985,-0.00414800,-0.00134200,1.02504400,1.80277760,-0.00379619,0.35430500,-0.24878000,-0.19810000,0.18561824,-1.57205495,-0.12657118
1603783098.81981635,-0.00646600,-0.00390400,1.02419000,-0.10003442,0.12229271,0.28430500,-0.10878000,-0.09310000,0.18561824,-1.57205495,-0.12657118
1603783098.88218951,-0.00366000,-0.00475800,1.02150600,-0.14956738,0.15236992,-0.10069500,0.38122000,0.15190000,0.17845659,-1.57161649,-0.12335574
1603783098.94467068,-0.00512400,-0.00610000,1.03248600,-0.22119633,0.17529845,0.00430500,0.41622000,-0.12810000,0.17845659,-1.57161649,-0.12335574
1603783099.00714564,-0.00463600,-0.00183000,1.02028600,0.09674532,0.00897185,0.10930500,0.41622000,0.08190000,0.18971061,-1.57322420,-0.12744811
1603783099.06970644,-0.00353800,-0.00134200,1.01418600,-0.05500729,0.00356202,0.07430500,0.20622000,-0.16310000,0.18167203,-1.56737796,-0.12452499
1603783099.13236618,-0.00488000,-0.00061000,1.02736200,0.06954634,-0.14898384,-0.03069500,0.52122000,0.32690000,0.18167203,-1.56737796,-0.12452499
1603783099.19512582,-0.00549000,-0.00195200,1.02321400,-0.15452800,0.12250471,0.17930500,-0.14378000,-0.44310000,0.18269512,-1.57161649,-0.12759427
1603783099.25760627,-0.00524600,-0.00109800,1.02541000,-0.20221294,0.04105600,0.21430500,0.20622000,0.01190000,0.19000292,-1.57278574,-0.12306343
1603783099.32015443,-0.00561200,-0.00183000,1.02589800,-0.08062248,0.07627812,-0.17069500,0.76622000,0.22190000,0.19000292,-1.57278574,-0.12306343
1603783099.38251495,-0.00341600,-0.00207400,1.02480000,-0.24087804,-0.04844192,0.24930500,-0.03878000,-0.19810000,0.18196434,-1.57483192,-0.12700965
1603783099.44503093,-0.00402600,-0.00158600,1.02577600,0.02883777,-0.01311185,0.35430500,-0.10878000,-0.40810000,0.18985677,-1.57337036,-0.11911722
1603783099.50750685,-0.00549000,-0.00207400,1.02577600,0.00145484,0.06897974,0.03930500,0.31122000,-0.02310000,0.18985677,-1.57337036,-0.11911722
1603783099.56990647,-0.00488000,-0.00366000,1.02443400,-0.08739926,0.03526438,0.07430500,-0.00378000,0.08190000,0.18707980,-1.56270096,-0.12554809
1603783099.63250494,-0.00622200,-0.00048800,1.02907000,0.09012823,0.02724406,0.14430500,0.34622000,0.01190000,0.18707980,-1.56270096,-0.12554809
1603783099.69534779,-0.00536800,-0.00195200,1.02150600,0.07624092,-0.22398050,0.03930500,0.48622000,-0.05810000,0.18444899,-1.57395498,-0.12817890
1603783099.75776243,-0.00512400,-0.00268400,1.02858200,-0.02541346,-0.07456698,0.03930500,0.76622000,0.08190000,0.18941830,-1.56708565,-0.12189418
1603783099.82026863,-0.00512400,-0.00146400,1.02297000,0.23400366,-0.05231079,0.00430500,0.41622000,-0.23310000,0.18941830,-1.56708565,-0.12189418
1603783099.88267803,-0.00536800,-0.00073200,1.02504400,-0.04698692,0.11828706,0.00430500,0.24122000,-0.23310000,0.17947968,-1.56840105,-0.11984800
1603783099.94511271,-0.00646600,-0.00366000,1.02297000,0.04877242,0.12552389,0.07430500,0.17122000,0.04690000,0.18006431,-1.57147033,-0.12028647
1603783100.00755048,-0.00341600,-0.00195200,1.02382400,0.09676243,-0.04599660,0.14430500,0.13622000,-0.26810000,0.18006431,-1.57147033,-0.12028647
1603783100.06996584,-0.00414800,-0.00085400,1.02480000,0.06937550,-0.00489718,0.03930500,0.13622000,0.01190000,0.18386437,-1.57000877,-0.12072493
1603783100.13248610,-0.00561200,-0.00146400,1.02614200,0.03555565,0.07568248,0.31930500,-0.17878000,-0.33810000,0.18225665,-1.57059339,-0.11663256
1603783100.19512820,-0.00585600,-0.00231800,1.02284800,-0.00869746,0.04748322,0.84430500,-0.94878000,-0.40810000,0.18225665,-1.57059339,-0.11663256
1603783100.25765467,-0.00402600,-0.00439200,1.02650800,-0.12784085,0.08918681,-0.03069500,0.13622000,0.01190000,0.18459515,-1.57965507,-0.11531716
1603783100.32013535,-0.00439200,-0.00073200,1.03029000,-0.16764262,0.21688537,0.17930500,0.38122000,0.08190000,0.18459515,-1.57965507,-0.11531716
1603783100.38259721,-0.00414800,-0.00085400,1.01748000,0.14477842,-0.20331636,0.07430500,0.38122000,0.04690000,0.18722596,-1.57293189,-0.12174803
1603783100.44502282,-0.00463600,-0.00134200,1.02455600,-0.08149835,0.09137777,0.10930500,0.13622000,0.04690000,0.18342590,-1.57322420,-0.12335574
1603783100.50739598,-0.00597800,-0.00109800,1.02589800,0.06223337,0.01701037,0.14430500,0.06622000,-0.09310000,0.18342590,-1.57322420,-0.12335574
1603783100.56985307,-0.00463600,-0.00085400,1.02541000,-0.02686600,0.02320326,-0.06569500,0.45122000,0.04690000,0.18181818,-1.57234727,-0.11663256
1603783100.63262892,-0.00597800,-0.00292800,1.02480000,-0.00450447,0.09390984,0.17930500,-0.03878000,-0.16310000,0.18620286,-1.57439345,-0.12204034
1603783100.69548178,-0.00597800,-0.00183000,1.02333600,0.31510114,0.09655326,-0.06569500,0.31122000,0.04690000,0.18620286,-1.57439345,-0.12204034
1603783100.75785828,-0.00585600,-0.00366000,1.02394600,-0.08845182,0.09153517,0.21430500,0.13622000,-0.19810000,0.18021046,-1.57950892,-0.12101725
1603783100.82040429,-0.00536800,-0.00134200,1.02443400,0.04290694,0.05990088,0.14430500,0.13622000,-0.09310000,0.18620286,-1.57263958,-0.12218650
1603783100.88287520,-0.00402600,-0.00097600,1.02626400,0.06280938,0.00753510,0.00430500,0.34622000,-0.02310000,0.18620286,-1.57263958,-0.12218650
1603783100.94546175,-0.00658800,-0.00402600,1.02248200,-0.10829917,0.00844026,0.38930500,-0.21378000,-0.26810000,0.18211049,-1.57176264,-0.11911722
1603783101.00794053,-0.00305000,-0.00219600,1.02638600,-0.20278221,0.05517315,0.07430500,0.90622000,0.29190000,0.18211049,-1.57176264,-0.11911722
1603783101.07031488,-0.00427000,-0.00158600,1.01650400,0.32359514,-0.15514781,0.00430500,0.10122000,-0.16310000,0.18532593,-1.57059339,-0.11663256
1603783101.13284779,-0.00390400,-0.00085400,1.02370200,-0.16121303,0.39408948,0.21430500,0.10122000,-0.37310000,0.19058755,-1.57322420,-0.11502485
1603783101.19535780,-0.00622200,-0.00402600,1.02443400,0.04197282,-0.03908028,-0.17069500,0.31122000,-0.02310000,0.19058755,-1.57322420,-0.11502485
1603783101.25775766,-0.00536800,-0.00146400,1.02297000,-0.11372854,0.06131029,0.14430500,0.17122000,-0.12810000,0.18050278,-1.57848582,-0.11984800
1603783101.32014251,-0.00463600,-0.00134200,1.02528800,0.04186496,0.02292286,-0.13569500,0.41622000,0.22190000,0.18620286,-1.57234727,-0.11268635
1603783101.38248754,-0.00463600,-0.00183000,1.02419000,0.01476599,0.02208327,-0.10069500,0.45122000,0.15190000,0.18620286,-1.57234727,-0.11268635
1603783101.44499612,-0.00427000,-0.00048800,1.02675200,0.09006705,0.08911209,0.00430500,0.34622000,0.08190000,0.18386437,-1.56942414,-0.12043262
1603783101.50741482,-0.00512400,-0.00463600,1.02419000,-0.14204580,0.06262733,0.38930500,-0.59878000,-0.09310000,0.18386437,-1.56942414,-0.11648641
1603783101.57011342,-0.00353800,-0.00170800,1.02236000,0.02157903,0.07000451,0.07430500,0.27622000,-0.37310000,0.18152587,-1.57000877,-0.11648641
1603783101.63252234,-0.00512400,-0.00146400,1.02846000,-0.28368522,0.21089257,0.07430500,-0.07378000,-0.12810000,0.19204911,-1.57380883,-0.11853259
1603783101.69547915,-0.00427000,-0.00073200,1.03187600,0.00891595,0.24328631,0.07430500,0.59122000,-0.12810000,0.19204911,-1.57380883,-0.11853259
1603783101.75781894,-0.00524600,-0.00219600,1.05444600,0.17155571,-0.14271608,0.10930500,0.13622000,0.01190000,0.17743350,-1.57103186,-0.12744811
1603783101.82034540,-0.00366000,-0.00195200,1.02297000,0.02108415,-0.12083468,0.03930500,0.55622000,0.01190000,0.18064893,-1.57132417,-0.11502485
1603783101.88254499,-0.00451400,-0.00231800,1.02480000,-0.16859672,0.01419344,-0.20569500,0.59122000,0.18690000,0.18064893,-1.57132417,-0.11502485
1603783101.94489360,-0.00414800,-0.00170800,1.02724000,0.02084179,-0.00341395,0.03930500,0.38122000,-0.05810000,0.18474130,-1.56620871,-0.12584040
1603783102.00729513,-0.00561200,-0.00317200,1.02370200,-0.06042324,0.07676539,0.00430500,0.34622000,-0.12810000,0.17728734,-1.57176264,-0.12320959
1603783102.06968546,-0.00500200,-0.00085400,1.02382400,0.06957526,0.04185621,-0.03069500,0.24122000,-0.12810000,0.17728734,-1.57176264,-0.12320959
1603783102.13283038,-0.00402600,-0.00292800,1.02516600,-0.04634223,0.08961633,-0.03069500,0.45122000,0.22190000,0.18503362,-1.56708565,-0.11502485
1603783102.19580507,-0.00488000,-0.00122000,1.02333600,0.04899331,0.16533710,-0.03069500,0.45122000,0.01190000,0.18503362,-1.56708565,-0.11502485
1603783102.25820327,-0.00512400,-0.00414800,1.02553200,-0.11444376,0.02815582,-0.13569500,0.38122000,0.11690000,0.18342590,-1.57205495,-0.11677872
1603783102.32069683,-0.00512400,-0.00097600,1.02345800,0.04217027,-0.06009044,0.07430500,-0.14378000,-0.37310000,0.17831044,-1.57453961,-0.11692488
1603783102.38299894,-0.00475800,-0.00231800,1.05542200,0.13763291,-0.21733186,-0.06569500,0.38122000,-0.05810000,0.17831044,-1.57453961,-0.11692488
1603783102.44539571,-0.00524600,-0.00207400,1.02309200,-0.13381537,0.05416896,0.24930500,0.06622000,-0.05810000,0.18664133,-1.57307805,-0.12715580
1603783102.50777888,-0.00451400,-0.00085400,1.02528800,0.09013465,0.01359952,0.07430500,0.31122000,0.15190000,0.18401052,-1.57337036,-0.11926337
1603783102.57006574,-0.00488000,-0.00183000,1.02492200,0.00200298,0.03361792,0.10930500,0.20622000,0.08190000,0.18401052,-1.57337036,-0.11926337
1603783102.63253045,-0.00463600,-0.00170800,1.02443400,0.02160147,0.02208332,0.17930500,-0.07378000,-0.16310000,0.18006431,-1.57132417,-0.11867875
1603783102.69529080,-0.00585600,-0.00329400,1.02504400,-0.06653467,0.08914928,0.17930500,-0.00378000,-0.12810000,0.18664133,-1.57395498,-0.11926337
1603783102.75786042,-0.00378200,-0.00219600,1.02626400,-0.00530207,-0.02652071,-0.27569500,0.87122000,0.15190000,0.18664133,-1.57395498,-0.11926337
1603783102.82034707,-0.00207400,-0.00427000,1.02004200,-0.12254490,-0.05264456,0.10930500,0.13622000,-0.16310000,0.18342590,-1.57337036,-0.12496346
1603783102.88271832,-0.00573400,-0.00219600,1.03114400,-0.20807251,0.32496028,0.03930500,0.62622000,0.01190000,0.18342590,-1.57337036,-0.12496346
1603783102.94523478,-0.00451400,-0.00134200,1.03700000,-0.21298157,0.20046204,0.17930500,0.31122000,0.04690000,0.18664133,-1.57527039,-0.12350190
1603783103.00770164,-0.00451400,-0.00305000,1.05713000,-0.12620908,0.39816997,0.24930500,-0.03878000,0.01190000,0.18795674,-1.56913183,-0.11984800
1603783103.06997943,-0.00707600,-0.00109800,1.02528800,0.00741002,0.31178384,0.21430500,-0.28378000,-0.16310000,0.18795674,-1.56913183,-0.11984800
1603783103.13247752,-0.00085400,-0.00512400,1.01077000,-0.15089573,-1.95023164,0.21430500,-0.35378000,-0.12810000,0.18254896,-1.57190880,-0.11940953
1603783103.19531751,-0.01525000,-0.00585600,1.03590200,-0.13402922,0.61144194,-0.10069500,-0.28378000,-0.12810000,0.18605671,-1.56927799,-0.11677872
1603783103.25766397,0.00451400,0.00866200,1.03968400,0.60698917,-0.49285502,-0.06569500,1.25622000,0.11690000,0.18605671,-1.56927799,-0.11677872
1603783103.32013512,-0.00329400,-0.00536800,1.02724000,-0.18665349,-0.05115093,0.14430500,0.76622000,0.29190000,0.18386437,-1.56445484,-0.11970184
1603783103.38253140,-0.00610000,0.00073200,1.02114000,0.15837018,0.04299167,0.24930500,-0.10878000,-0.19810000,0.17904122,-1.57322420,-0.12744811
