1603784206.5171788,0.3,0.18
1603784207.0188317,0.18,0.3
1603784207.5206566,0.3,0.3
1603784208.0224771,0.3,0.3
1603784208.52423,0.3,0.3
1603784209.0260406,0.3,0.18
1603784209.5277722,0.18,0.3
1603784210.0295901,0.3,0.18
1603784210.5313883,0.18,0.3
1603784211.0331693,0.3,0.3
1603784211.5349352,0.3,0.18
1603784212.0368004,0.3,0.18
1603784212.538643,0.18,0.3
1603784213.0404801,0.3,0.3
1603784213.5423234,0.18,0.3
1603784214.0440936,0.3,0.18
1603784214.5458665,0.3,0.18
1603784215.0476642,0.18,0.3
1603784215.5494375,0.3,0.18
1603784216.0511858,0.18,0.3
1603784216.5530298,0.3,0.18
1603784217.0548368,0.3,0.3
1603784217.556652,0.3,0.3
1603784218.0585024,0.3,0.3
1603784218.5604012,0.3,0.3
1603784219.0622196,0.3,0.3
1603784219.5640671,0.3,0.18
1603784220.0658147,0.18,0.3
1603784220.567576,0.3,0.18
1603784221.0693831,0.18,0.3
1603784221.571187,0.3,0.18
1603784222.0730076,0.3,0.3
1603784222.5749588,0.3,0.3
1603784223.0769491,0.3,0.3
1603784223.578801,0.3,0.3
1603784224.0806358,0.3,0.18
1603784224.5824294,0.18,0.3
1603784225.0842302,0.3,0.3
1603784225.586252,0.3,0.3
1603784226.087959,0.3,0.18
1603784226.5897639,0.18,0.3
1603784227.0916104,0.3,0.3
1603784227.5933816,0.3,0.3
1603784228.095228,0.3,0.3
1603784228.5971313,0.3,0.18
1603784229.0989158,0.135,0.3
1603784229.60071,0.3,0.144
1603784230.1025417,0.3,0.3
1603784230.60427,0.3,0.3
1603784231.1060274,0.3,0.3
1603784231.6078727,0.3,0.3
1603784232.1096673,0.3,0.18
1603784232.611449,0.3,0.3
1603784233.1132393,0.18,0.3
1603784233.6149821,0.3,0.18
1603784234.1168356,0.3,0.3
1603784234.6186867,0.3,0.3
1603784235.1204412,0.3,0.3
1603784235.6222246,0.3,0.18
1603784236.1240816,0.3,0.18
1603784236.6257799,0.135,0.3
1603784237.127534,0.18,0.3
1603784237.6294003,0.3,0.18
1603784238.1312819,0.3,0.18
1603784238.633068,0.18,0.3
1603784239.134931,0.3,0.3
1603784239.6368463,0.3,0.3
1603784240.138714,0.3,0.3
1603784240.64057,0.3,0.3
1603784241.1423526,0.3,0.3
1603784241.6441467,0.3,0.18
1603784242.1459923,0.3,0.3
1603784242.6477735,0.3,0.3
1603784243.1496263,0.3,0.3
1603784243.6514814,0.3,0.3
1603784244.153265,0.3,0.18
1603784244.6550422,0.3,0.3
1603784245.1570113,0.3,0.3
1603784245.6588576,0.3,0.3
1603784246.1606214,0.3,0.3
1603784246.6624708,0.3,0.18
1603784247.1642344,0.18,0.3
1603784247.6660879,0.3,0.3
1603784248.1679065,0.3,0.18
1603784248.6696808,0.3,0.3
1603784249.1714537,0.3,0.3
1603784249.6733036,0.3,0.18
1603784250.1750743,0.3,0.3
1603784250.6769557,0.3,0.3
1603784251.1788368,0.3,0.3
1603784251.680625,0.3,0.3
1603784252.1824274,0.3,0.18
1603784252.6842682,0.18,0.3
1603784253.186135,0.3,0.18
1603784253.6879086,0.18,0.3
1603784254.18974,0.3,0.18
1603784254.691513,0.3,0.3
1603784255.1932843,0.3,0.3
1603784255.695148,0.3,0.3
1603784256.1970246,0.3,0.18
1603784256.6986923,0.18,0.3
1603784257.2005432,0.3,0.18
1603784257.7023418,0.18,0.3
1603784258.204219,0.3,0.3
1603784258.7060707,0.3,0.18
1603784259.20784,0.3,0.3
1603784259.7096224,0.3,0.3
1603784260.211525,0.3,0.3
1603784260.7133162,0.3,0.3
1603784261.2151163,0.3,0.3
1603784261.7170858,0.3,0.3
1603784262.218943,0.3,0.3
1603784262.7208312,0.3,0.3
1603784263.2227595,0.3,0.3
